geohash,hour_of_day,day_of_week,weekend,num_orders
4nxfuu,18,4,0,30
4nxfuu,18,5,1,28
4nxfuu,18,6,1,49
4nxfuu,19,0,0,34
4nxfuu,19,1,0,33
4nxfuu,19,2,0,50
4nxfuu,19,3,0,47
4nxfuu,19,4,0,46
4nxfuu,19,5,1,68
4nxfuu,19,6,1,109
4nxfuu,20,0,0,56
4nxfuu,20,1,0,55
4nxfuu,20,2,0,67
4nxfuu,20,3,0,60
4nxfuu,20,4,0,55
4nxfuu,20,5,1,90
4nxfuu,20,6,1,110
4nxfuu,21,0,0,69
4nxfuu,21,1,0,60
4nxfuu,21,2,0,57
4nxfuu,21,3,0,76
4nxfuu,21,4,0,61
4nxfuu,21,5,1,71
4nxfuu,21,6,1,89
4nxfuu,22,0,0,40
4nxfuu,22,1,0,43
4nxfuu,22,2,0,49
4nxfuu,22,3,0,49
4nxfuu,22,4,0,65
4nxfuu,22,5,1,57
4nxfuu,22,6,1,77
4nxfuu,23,0,0,21
4nxfuu,23,1,0,29
4nxfuu,23,2,0,15
4nxfuu,23,3,0,20
4nxfuu,23,4,0,31
4nxfuu,23,5,1,26
4nxfuu,23,6,1,25
4nxfuv,0,0,0,1
4nxfuv,0,1,0,1
4nxfuv,0,2,0,4
4nxfuv,0,3,0,7
4nxfuv,0,4,0,7
4nxfuv,0,5,1,3
4nxfuv,0,6,1,9
4nxfuv,1,1,0,3
4nxfuv,1,2,0,1
4nxfuv,1,4,0,1
4nxfuv,1,5,1,3
4nxfuv,1,6,1,5
4nxfuv,2,1,0,1
4nxfuv,2,5,1,1
4nxfuv,2,6,1,2
4nxfuv,8,1,0,1
4nxfuv,8,5,1,1
4nxfuv,9,0,0,17
4nxfuv,9,1,0,16
4nxfuv,9,2,0,14
4nxfuv,9,3,0,11
4nxfuv,9,4,0,7
4nxfuv,9,5,1,20
4nxfuv,9,6,1,25
4nxfuv,10,0,0,17
4nxfuv,10,1,0,16
4nxfuv,10,2,0,16
4nxfuv,10,3,0,13
4nxfuv,10,4,0,15
4nxfuv,10,5,1,21
4nxfuv,10,6,1,29
4nxfuv,11,0,0,31
4nxfuv,11,1,0,27
4nxfuv,11,2,0,21
4nxfuv,11,3,0,19
4nxfuv,11,4,0,29
4nxfuv,11,5,1,39
4nxfuv,11,6,1,39
4nxfuv,12,0,0,33
4nxfuv,12,1,0,55
4nxfuv,12,2,0,51
4nxfuv,12,3,0,51
4nxfuv,12,4,0,46
4nxfuv,12,5,1,63
4nxfuv,12,6,1,95
4nxfuv,13,0,0,47
4nxfuv,13,1,0,49
4nxfuv,13,2,0,57
4nxfuv,13,3,0,67
4nxfuv,13,4,0,53
4nxfuv,13,5,1,87
4nxfuv,13,6,1,116
4nxfuv,14,0,0,61
4nxfuv,14,1,0,58
4nxfuv,14,2,0,69
4nxfuv,14,3,0,51
4nxfuv,14,4,0,32
4nxfuv,14,5,1,75
4nxfuv,14,6,1,57
4nxfuv,15,0,0,52
4nxfuv,15,1,0,48
4nxfuv,15,2,0,46
4nxfuv,15,3,0,40
4nxfuv,15,4,0,47
4nxfuv,15,5,1,50
4nxfuv,15,6,1,67
4nxfuv,16,0,0,39
4nxfuv,16,1,0,34
4nxfuv,16,2,0,57
4nxfuv,16,3,0,41
4nxfuv,16,4,0,53
4nxfuv,16,5,1,50
4nxfuv,16,6,1,66
4nxfuv,17,0,0,54
4nxfuv,17,1,0,56
4nxfuv,17,2,0,36
4nxfuv,17,3,0,48
4nxfuv,17,4,0,58
4nxfuv,17,5,1,62
4nxfuv,17,6,1,59
4nxfuv,18,0,0,50
4nxfuv,18,1,0,40
4nxfuv,18,2,0,54
4nxfuv,18,3,0,53
4nxfuv,18,4,0,45
4nxfuv,18,5,1,64
4nxfuv,18,6,1,77
4nxfuv,19,0,0,85
4nxfuv,19,1,0,81
4nxfuv,19,2,0,65
4nxfuv,19,3,0,89
4nxfuv,19,4,0,105
4nxfuv,19,5,1,107
4nxfuv,19,6,1,200
4nxfuv,20,0,0,116
4nxfuv,20,1,0,118
4nxfuv,20,2,0,96
4nxfuv,20,3,0,110
4nxfuv,20,4,0,100
4nxfuv,20,5,1,143
4nxfuv,20,6,1,265
4nxfuv,21,0,0,79
4nxfuv,21,1,0,101
4nxfuv,21,2,0,109
4nxfuv,21,3,0,111
4nxfuv,21,4,0,111
4nxfuv,21,5,1,136
4nxfuv,21,6,1,185
4nxfuv,22,0,0,88
4nxfuv,22,1,0,70
4nxfuv,22,2,0,74
4nxfuv,22,3,0,63
4nxfuv,22,4,0,100
4nxfuv,22,5,1,117
4nxfuv,22,6,1,92
4nxfuv,23,0,0,30
4nxfuv,23,1,0,33
4nxfuv,23,2,0,33
4nxfuv,23,3,0,37
4nxfuv,23,4,0,35
4nxfuv,23,5,1,34
4nxfuv,23,6,1,44
4nxfuw,0,1,0,1
4nxfuw,0,5,1,8
4nxfuw,1,0,0,1
4nxfuw,1,3,0,1
4nxfuw,1,4,0,1
4nxfuw,1,5,1,1
4nxfuw,8,1,0,1
4nxfuw,8,4,0,1
4nxfuw,9,0,0,16
4nxfuw,9,1,0,7
4nxfuw,9,2,0,7
4nxfuw,9,3,0,6
4nxfuw,9,4,0,7
4nxfuw,9,5,1,12
4nxfuw,9,6,1,29
4nxfuw,10,0,0,14
4nxfuw,10,1,0,14
4nxfuw,10,2,0,11
4nxfuw,10,3,0,8
4nxfuw,10,4,0,13
4nxfuw,10,5,1,21
4nxfuw,10,6,1,26
4nxfuw,11,0,0,15
4nxfuw,11,1,0,21
4nxfuw,11,2,0,22
4nxfuw,11,3,0,27
4nxfuw,11,4,0,22
4nxfuw,11,5,1,31
4nxfuw,11,6,1,28
4nxfuw,12,0,0,45
4nxfuw,12,1,0,50
4nxfuw,12,2,0,34
4nxfuw,12,3,0,35
4nxfuw,12,4,0,54
4nxfuw,12,5,1,52
4nxfuw,12,6,1,58
4nxfuw,13,0,0,47
4nxfuw,13,1,0,66
4nxfuw,13,2,0,51
4nxfuw,13,3,0,55
4nxfuw,13,4,0,39
4nxfuw,13,5,1,84
4nxfuw,13,6,1,68
4nxfuw,14,0,0,36
4nxfuw,14,1,0,32
4nxfuw,14,2,0,32
4nxfuw,14,3,0,39
4nxfuw,14,4,0,39
4nxfuw,14,5,1,52
4nxfuw,14,6,1,78
4nxfuw,15,0,0,42
4nxfuw,15,1,0,27
4nxfuw,15,2,0,39
4nxfuw,15,3,0,32
4nxfuw,15,4,0,31
4nxfuw,15,5,1,43
4nxfuw,15,6,1,46
4nxfuw,16,0,0,37
4nxfuw,16,1,0,34
4nxfuw,16,2,0,30
4nxfuw,16,3,0,32
4nxfuw,16,4,0,48
4nxfuw,16,5,1,55
4nxfuw,16,6,1,49
4nxfuw,17,0,0,31
4nxfuw,17,1,0,47
4nxfuw,17,2,0,34
4nxfuw,17,3,0,32
4nxfuw,17,4,0,32
4nxfuw,17,5,1,32
4nxfuw,17,6,1,39
4nxfuw,18,0,0,29
4nxfuw,18,1,0,62
4nxfuw,18,2,0,39
4nxfuw,18,3,0,35
4nxfuw,18,4,0,48
4nxfuw,18,5,1,40
4nxfuw,18,6,1,59
4nxfuw,19,0,0,49
4nxfuw,19,1,0,56
4nxfuw,19,2,0,68
4nxfuw,19,3,0,44
4nxfuw,19,4,0,51
4nxfuw,19,5,1,70
4nxfuw,19,6,1,121
4nxfuw,20,0,0,105
4nxfuw,20,1,0,84
4nxfuw,20,2,0,97
4nxfuw,20,3,0,103
4nxfuw,20,4,0,84
4nxfuw,20,5,1,144
4nxfuw,20,6,1,154
4nxfuw,21,0,0,63
4nxfuw,21,1,0,91
4nxfuw,21,2,0,63
4nxfuw,21,3,0,69
4nxfuw,21,4,0,102
4nxfuw,21,5,1,143
4nxfuw,21,6,1,143
4nxfuw,22,0,0,70
4nxfuw,22,1,0,56
4nxfuw,22,2,0,41
4nxfuw,22,3,0,51
4nxfuw,22,4,0,69
4nxfuw,22,5,1,73
4nxfuw,22,6,1,62
4nxfuw,23,0,0,10
4nxfuw,23,1,0,13
4nxfuw,23,2,0,13
4nxfuw,23,3,0,17
4nxfuw,23,4,0,20
4nxfuw,23,5,1,23
4nxfuw,23,6,1,15
4nxfux,0,0,0,1
4nxfux,0,3,0,3
4nxfux,1,0,0,1
4nxfux,1,3,0,1
4nxfux,1,5,1,1
4nxfux,2,5,1,2
4nxfux,9,0,0,4
4nxfux,9,1,0,8
4nxfux,9,2,0,6
4nxfux,9,3,0,3
4nxfux,9,4,0,4
4nxfux,9,5,1,5
4nxfux,9,6,1,8
4nxfux,10,0,0,8
4nxfux,10,1,0,12
4nxfux,10,2,0,13
4nxfux,10,3,0,5
4nxfux,10,4,0,12
4nxfux,10,5,1,6
4nxfux,10,6,1,13
4nxfux,11,0,0,16
4nxfux,11,1,0,24
4nxfux,11,2,0,10
4nxfux,11,3,0,14
4nxfux,11,4,0,18
4nxfux,11,5,1,15
4nxfux,11,6,1,19
4nxfux,12,0,0,28
4nxfux,12,1,0,53
4nxfux,12,2,0,50
4nxfux,12,3,0,51
4nxfux,12,4,0,57
4nxfux,12,5,1,37
4nxfux,12,6,1,47
4nxfux,13,0,0,36
4nxfux,13,1,0,59
4nxfux,13,2,0,65
4nxfux,13,3,0,68
4nxfux,13,4,0,62
4nxfux,13,5,1,57
4nxfux,13,6,1,47
4nxfux,14,0,0,32
4nxfux,14,1,0,46
4nxfux,14,2,0,35
4nxfux,14,3,0,42
4nxfux,14,4,0,38
4nxfux,14,5,1,48
4nxfux,14,6,1,37
4nxfux,15,0,0,28
4nxfux,15,1,0,27
4nxfux,15,2,0,44
4nxfux,15,3,0,26
4nxfux,15,4,0,32
4nxfux,15,5,1,34
4nxfux,15,6,1,33
4nxfux,16,0,0,35
4nxfux,16,1,0,28
4nxfux,16,2,0,34
4nxfux,16,3,0,43
4nxfux,16,4,0,30
4nxfux,16,5,1,28
4nxfux,16,6,1,42
4nxfux,17,0,0,37
4nxfux,17,1,0,45
4nxfux,17,2,0,38
4nxfux,17,3,0,45
4nxfux,17,4,0,33
4nxfux,17,5,1,31
4nxfux,17,6,1,31
4nxfux,18,0,0,28
4nxfux,18,1,0,46
4nxfux,18,2,0,36
4nxfux,18,3,0,36
4nxfux,18,4,0,28
4nxfux,18,5,1,26
4nxfux,18,6,1,47
4nxfux,19,0,0,41
4nxfux,19,1,0,30
4nxfux,19,2,0,44
4nxfux,19,3,0,42
4nxfux,19,4,0,42
4nxfux,19,5,1,74
4nxfux,19,6,1,82
4nxfux,20,0,0,45
4nxfux,20,1,0,46
4nxfux,20,2,0,62
4nxfux,20,3,0,45
4nxfux,20,4,0,64
4nxfux,20,5,1,78
4nxfux,20,6,1,101
4nxfux,21,0,0,60
4nxfux,21,1,0,37
4nxfux,21,2,0,44
4nxfux,21,3,0,50
4nxfux,21,4,0,74
4nxfux,21,5,1,61
4nxfux,21,6,1,48
4nxfux,22,0,0,36
4nxfux,22,1,0,35
4nxfux,22,2,0,24
4nxfux,22,3,0,36
4nxfux,22,4,0,36
4nxfux,22,5,1,44
4nxfux,22,6,1,52
4nxfux,23,0,0,11
4nxfux,23,1,0,9
4nxfux,23,2,0,10
4nxfux,23,3,0,5
4nxfux,23,4,0,5
4nxfux,23,5,1,20
4nxfux,23,6,1,12
4nxfuy,0,0,0,3
4nxfuy,0,1,0,5
4nxfuy,0,2,0,2
4nxfuy,0,3,0,1
4nxfuy,0,4,0,4
4nxfuy,0,5,1,4
4nxfuy,0,6,1,8
4nxfuy,1,2,0,3
4nxfuy,1,3,0,2
4nxfuy,1,4,0,1
4nxfuy,1,5,1,1
4nxfuy,8,0,0,1
4nxfuy,8,1,0,2
4nxfuy,9,0,0,9
4nxfuy,9,1,0,15
4nxfuy,9,2,0,13
4nxfuy,9,3,0,10
4nxfuy,9,4,0,3
4nxfuy,9,5,1,10
4nxfuy,9,6,1,13
4nxfuy,10,0,0,22
4nxfuy,10,1,0,21
4nxfuy,10,2,0,15
4nxfuy,10,3,0,8
4nxfuy,10,4,0,19
4nxfuy,10,5,1,20
4nxfuy,10,6,1,19
4nxfuy,11,0,0,15
4nxfuy,11,1,0,20
4nxfuy,11,2,0,24
4nxfuy,11,3,0,18
4nxfuy,11,4,0,22
4nxfuy,11,5,1,26
4nxfuy,11,6,1,33
4nxfuy,12,0,0,45
4nxfuy,12,1,0,48
4nxfuy,12,2,0,38
4nxfuy,12,3,0,44
4nxfuy,12,4,0,35
4nxfuy,12,5,1,56
4nxfuy,12,6,1,63
4nxfuy,13,0,0,58
4nxfuy,13,1,0,70
4nxfuy,13,2,0,71
4nxfuy,13,3,0,56
4nxfuy,13,4,0,56
4nxfuy,13,5,1,72
4nxfuy,13,6,1,78
4nxfuy,14,0,0,42
4nxfuy,14,1,0,49
4nxfuy,14,2,0,58
4nxfuy,14,3,0,58
4nxfuy,14,4,0,47
4nxfuy,14,5,1,69
4nxfuy,14,6,1,70
4nxfuy,15,0,0,47
4nxfuy,15,1,0,59
4nxfuy,15,2,0,43
4nxfuy,15,3,0,39
4nxfuy,15,4,0,44
4nxfuy,15,5,1,62
4nxfuy,15,6,1,44
4nxfuy,16,0,0,50
4nxfuy,16,1,0,51
4nxfuy,16,2,0,68
4nxfuy,16,3,0,59
4nxfuy,16,4,0,48
4nxfuy,16,5,1,69
4nxfuy,16,6,1,73
4nxfuy,17,0,0,43
4nxfuy,17,1,0,57
4nxfuy,17,2,0,50
4nxfuy,17,3,0,53
4nxfuy,17,4,0,55
4nxfuy,17,5,1,65
4nxfuy,17,6,1,87
4nxfuy,18,0,0,47
4nxfuy,18,1,0,58
4nxfuy,18,2,0,51
4nxfuy,18,3,0,44
4nxfuy,18,4,0,52
4nxfuy,18,5,1,81
4nxfuy,18,6,1,138
4nxfuy,19,0,0,59
4nxfuy,19,1,0,60
4nxfuy,19,2,0,70
4nxfuy,19,3,0,85
4nxfuy,19,4,0,67
4nxfuy,19,5,1,105
4nxfuy,19,6,1,235
4nxfuy,20,0,0,80
4nxfuy,20,1,0,84
4nxfuy,20,2,0,87
4nxfuy,20,3,0,98
4nxfuy,20,4,0,106
4nxfuy,20,5,1,144
4nxfuy,20,6,1,262
4nxfuy,21,0,0,84
4nxfuy,21,1,0,82
4nxfuy,21,2,0,90
4nxfuy,21,3,0,94
4nxfuy,21,4,0,104
4nxfuy,21,5,1,116
4nxfuy,21,6,1,190
4nxfuy,22,0,0,46
4nxfuy,22,1,0,65
4nxfuy,22,2,0,69
4nxfuy,22,3,0,69
4nxfuy,22,4,0,74
4nxfuy,22,5,1,83
4nxfuy,22,6,1,102
4nxfuy,23,0,0,21
4nxfuy,23,1,0,18
4nxfuy,23,2,0,20
4nxfuy,23,3,0,28
4nxfuy,23,4,0,36
4nxfuy,23,5,1,35
4nxfuy,23,6,1,40
4nxfuz,0,0,0,1
4nxfuz,0,1,0,1
4nxfuz,0,2,0,5
4nxfuz,0,4,0,3
4nxfuz,0,5,1,6
4nxfuz,0,6,1,2
4nxfuz,1,0,0,9
4nxfuz,1,1,0,1
4nxfuz,1,4,0,1
4nxfuz,1,6,1,2
4nxfuz,8,1,0,1
4nxfuz,9,0,0,7
4nxfuz,9,1,0,6
4nxfuz,9,2,0,3
4nxfuz,9,3,0,13
4nxfuz,9,4,0,6
4nxfuz,9,5,1,15
4nxfuz,9,6,1,18
4nxfuz,10,0,0,8
4nxfuz,10,1,0,14
4nxfuz,10,2,0,11
4nxfuz,10,3,0,8
4nxfuz,10,4,0,8
4nxfuz,10,5,1,13
4nxfuz,10,6,1,16
4nxfuz,11,0,0,12
4nxfuz,11,1,0,25
4nxfuz,11,2,0,21
4nxfuz,11,3,0,25
4nxfuz,11,4,0,17
4nxfuz,11,5,1,22
4nxfuz,11,6,1,33
4nxfuz,12,0,0,50
4nxfuz,12,1,0,59
4nxfuz,12,2,0,64
4nxfuz,12,3,0,39
4nxfuz,12,4,0,51
4nxfuz,12,5,1,66
4nxfuz,12,6,1,82
4nxfuz,13,0,0,61
4nxfuz,13,1,0,75
4nxfuz,13,2,0,60
4nxfuz,13,3,0,68
4nxfuz,13,4,0,82
4nxfuz,13,5,1,78
4nxfuz,13,6,1,104
4nxfuz,14,0,0,62
4nxfuz,14,1,0,87
4nxfuz,14,2,0,67
4nxfuz,14,3,0,80
4nxfuz,14,4,0,55
4nxfuz,14,5,1,76
4nxfuz,14,6,1,67
4nxfuz,15,0,0,53
4nxfuz,15,1,0,57
4nxfuz,15,2,0,71
4nxfuz,15,3,0,54
4nxfuz,15,4,0,44
4nxfuz,15,5,1,61
4nxfuz,15,6,1,58
4nxfuz,16,0,0,65
4nxfuz,16,1,0,62
4nxfuz,16,2,0,67
4nxfuz,16,3,0,56
4nxfuz,16,4,0,60
4nxfuz,16,5,1,81
4nxfuz,16,6,1,82
4nxfuz,17,0,0,71
4nxfuz,17,1,0,88
4nxfuz,17,2,0,74
4nxfuz,17,3,0,64
4nxfuz,17,4,0,68
4nxfuz,17,5,1,69
4nxfuz,17,6,1,96
4nxfuz,18,0,0,54
4nxfuz,18,1,0,46
4nxfuz,18,2,0,60
4nxfuz,18,3,0,59
4nxfuz,18,4,0,53
4nxfuz,18,5,1,51
4nxfuz,18,6,1,100
4nxfuz,19,0,0,58
4nxfuz,19,1,0,57
4nxfuz,19,2,0,81
4nxfuz,19,3,0,66
4nxfuz,19,4,0,82
4nxfuz,19,5,1,79
4nxfuz,19,6,1,193
4nxfuz,20,0,0,75
4nxfuz,20,1,0,87
4nxfuz,20,2,0,98
4nxfuz,20,3,0,83
4nxfuz,20,4,0,114
4nxfuz,20,5,1,114
4nxfuz,20,6,1,250
4nxfuz,21,0,0,96
4nxfuz,21,1,0,98
4nxfuz,21,2,0,106
4nxfuz,21,3,0,96
4nxfuz,21,4,0,83
4nxfuz,21,5,1,105
4nxfuz,21,6,1,183
4nxfuz,22,0,0,53
4nxfuz,22,1,0,62
4nxfuz,22,2,0,71
4nxfuz,22,3,0,74
4nxfuz,22,4,0,80
4nxfuz,22,5,1,107
4nxfuz,22,6,1,110
4nxfuz,23,0,0,33
4nxfuz,23,1,0,18
4nxfuz,23,2,0,38
4nxfuz,23,3,0,24
4nxfuz,23,4,0,37
4nxfuz,23,5,1,36
4nxfuz,23,6,1,26
4nxfv0,0,4,0,1
4nxfv0,9,5,1,1
4nxfv0,9,6,1,3
4nxfv0,10,4,0,1
4nxfv0,10,5,1,1
4nxfv0,10,6,1,2
4nxfv0,11,5,1,1
4nxfv0,12,1,0,2
4nxfv0,12,2,0,2
4nxfv0,12,3,0,1
4nxfv0,12,5,1,8
4nxfv0,13,0,0,1
4nxfv0,13,2,0,1
4nxfv0,13,3,0,1
4nxfv0,13,4,0,1
4nxfv0,13,5,1,3
4nxfv0,13,6,1,6
4nxfv0,14,5,1,3
4nxfv0,14,6,1,3
4nxfv0,15,5,1,5
4nxfv0,15,6,1,4
4nxfv0,16,0,0,1
4nxfv0,16,2,0,2
4nxfv0,16,3,0,2
4nxfv0,16,5,1,2
4nxfv0,16,6,1,1
4nxfv0,17,2,0,3
4nxfv0,17,4,0,1
4nxfv0,18,2,0,1
4nxfv0,18,5,1,1
4nxfv0,19,1,0,4
4nxfv0,19,2,0,1
4nxfv0,19,5,1,1
4nxfv0,20,0,0,2
4nxfv0,20,1,0,2
4nxfv0,20,2,0,2
4nxfv0,20,3,0,7
4nxfv0,20,4,0,3
4nxfv0,20,5,1,4
4nxfv0,20,6,1,1
4nxfv0,21,1,0,6
4nxfv0,21,2,0,1
4nxfv0,21,3,0,1
4nxfv0,21,4,0,1
4nxfv0,21,5,1,4
4nxfv0,21,6,1,1
4nxfv0,22,0,0,1
4nxfv0,22,1,0,2
4nxfv0,22,2,0,1
4nxfv0,22,3,0,2
4nxfv0,22,4,0,1
4nxfv0,22,5,1,5
4nxfv0,23,0,0,2
4nxfv0,23,1,0,2
4nxfv0,23,3,0,3
4nxfv0,23,4,0,1
4nxfv0,23,5,1,1
4nxfv1,0,0,0,8
4nxfv1,0,1,0,3
4nxfv1,0,2,0,5
4nxfv1,0,3,0,1
4nxfv1,0,4,0,4
4nxfv1,0,5,1,5
4nxfv1,0,6,1,3
4nxfv1,1,1,0,1
4nxfv1,1,2,0,2
4nxfv1,1,5,1,3
4nxfv1,1,6,1,1
4nxfv1,2,3,0,1
4nxfv1,8,0,0,1
4nxfv1,8,6,1,1
4nxfv1,9,0,0,5
4nxfv1,9,1,0,2
4nxfv1,9,2,0,1
4nxfv1,9,3,0,2
4nxfv1,9,4,0,4
4nxfv1,9,5,1,3
4nxfv1,9,6,1,10
4nxfv1,10,0,0,5
4nxfv1,10,1,0,7
4nxfv1,10,2,0,1
4nxfv1,10,3,0,1
4nxfv1,10,4,0,3
4nxfv1,10,5,1,2
4nxfv1,10,6,1,8
4nxfv1,11,1,0,2
4nxfv1,11,2,0,1
4nxfv1,11,3,0,1
4nxfv1,11,4,0,3
4nxfv1,11,5,1,12
4nxfv1,11,6,1,3
4nxfv1,12,0,0,10
4nxfv1,12,1,0,3
4nxfv1,12,2,0,2
4nxfv1,12,3,0,2
4nxfv1,12,4,0,5
4nxfv1,12,5,1,15
4nxfv1,12,6,1,12
4nxfv1,13,0,0,7
4nxfv1,13,1,0,7
4nxfv1,13,2,0,6
4nxfv1,13,3,0,7
4nxfv1,13,4,0,4
4nxfv1,13,5,1,10
4nxfv1,13,6,1,21
4nxfv1,14,0,0,6
4nxfv1,14,1,0,4
4nxfv1,14,2,0,5
4nxfv1,14,3,0,4
4nxfv1,14,4,0,4
4nxfv1,14,5,1,13
4nxfv1,14,6,1,15
4nxfv1,15,0,0,5
4nxfv1,15,1,0,3
4nxfv1,15,2,0,4
4nxfv1,15,3,0,3
4nxfv1,15,4,0,1
4nxfv1,15,5,1,7
4nxfv1,15,6,1,6
4nxfv1,16,0,0,6
4nxfv1,16,1,0,2
4nxfv1,16,3,0,2
4nxfv1,16,4,0,4
4nxfv1,16,5,1,7
4nxfv1,16,6,1,4
4nxfv1,17,0,0,3
4nxfv1,17,1,0,9
4nxfv1,17,2,0,4
4nxfv1,17,3,0,5
4nxfv1,17,4,0,5
4nxfv1,17,5,1,6
4nxfv1,17,6,1,6
4nxfv1,18,0,0,4
4nxfv1,18,1,0,5
4nxfv1,18,2,0,2
4nxfv1,18,3,0,3
4nxfv1,18,4,0,2
4nxfv1,18,5,1,9
4nxfv1,18,6,1,7
4nxfv1,19,0,0,7
4nxfv1,19,1,0,11
4nxfv1,19,2,0,12
4nxfv1,19,3,0,10
4nxfv1,19,4,0,5
4nxfv1,19,5,1,12
4nxfv1,19,6,1,18
4nxfv1,20,0,0,12
4nxfv1,20,1,0,9
4nxfv1,20,2,0,21
4nxfv1,20,3,0,11
4nxfv1,20,4,0,10
4nxfv1,20,5,1,15
4nxfv1,20,6,1,15
4nxfv1,21,0,0,14
4nxfv1,21,1,0,16
4nxfv1,21,2,0,13
4nxfv1,21,3,0,8
4nxfv1,21,4,0,16
4nxfv1,21,5,1,13
4nxfv1,21,6,1,10
4nxfv1,22,0,0,7
4nxfv1,22,1,0,7
4nxfv1,22,2,0,14
4nxfv1,22,3,0,12
4nxfv1,22,4,0,10
4nxfv1,22,5,1,21
4nxfv1,22,6,1,12
4nxfv1,23,0,0,7
4nxfv1,23,1,0,6
4nxfv1,23,2,0,12
4nxfv1,23,3,0,15
4nxfv1,23,4,0,14
4nxfv1,23,5,1,9
4nxfv1,23,6,1,7
4nxfv2,0,0,0,1
4nxfv2,0,1,0,2
4nxfv2,0,2,0,1
4nxfv2,0,4,0,2
4nxfv2,0,5,1,2
4nxfv2,0,6,1,1
4nxfv2,1,1,0,1
4nxfv2,2,5,1,1
4nxfv2,8,0,0,1
4nxfv2,8,4,0,1
4nxfv2,9,0,0,2
4nxfv2,9,1,0,2
4nxfv2,9,2,0,1
4nxfv2,9,3,0,1
4nxfv2,9,5,1,3
4nxfv2,9,6,1,1
4nxfv2,10,4,0,2
4nxfv2,10,6,1,3
4nxfv2,11,0,0,4
4nxfv2,11,1,0,2
4nxfv2,11,2,0,2
4nxfv2,11,3,0,1
4nxfv2,11,4,0,1
4nxfv2,11,6,1,4
4nxfv2,12,0,0,3
4nxfv2,12,1,0,1
4nxfv2,12,2,0,4
4nxfv2,12,3,0,1
4nxfv2,12,6,1,1
4nxfv2,13,0,0,1
4nxfv2,13,1,0,4
4nxfv2,13,2,0,1
4nxfv2,13,3,0,1
4nxfv2,13,4,0,4
4nxfv2,13,5,1,1
4nxfv2,13,6,1,2
4nxfv2,14,2,0,1
4nxfv2,14,3,0,2
4nxfv2,14,4,0,3
4nxfv2,14,5,1,1
4nxfv2,14,6,1,4
4nxfv2,15,0,0,2
4nxfv2,15,1,0,1
4nxfv2,15,3,0,1
4nxfv2,15,4,0,1
4nxfv2,15,5,1,4
4nxfv2,15,6,1,3
4nxfv2,16,0,0,1
4nxfv2,16,1,0,1
4nxfv2,16,4,0,2
4nxfv2,16,6,1,2
4nxfv2,17,1,0,1
4nxfv2,17,2,0,1
4nxfv2,17,3,0,1
4nxfv2,17,4,0,1
4nxfv2,17,6,1,1
4nxfv2,18,0,0,2
4nxfv2,18,2,0,1
4nxfv2,18,3,0,1
4nxfv2,18,5,1,1
4nxfv2,18,6,1,3
4nxfv2,19,0,0,2
4nxfv2,19,1,0,1
4nxfv2,19,3,0,1
4nxfv2,19,4,0,2
4nxfv2,19,5,1,1
4nxfv2,19,6,1,1
4nxfv2,20,0,0,4
4nxfv2,20,1,0,12
4nxfv2,20,2,0,4
4nxfv2,20,3,0,2
4nxfv2,20,4,0,1
4nxfv2,20,5,1,3
4nxfv2,20,6,1,8
4nxfv2,21,0,0,2
4nxfv2,21,1,0,2
4nxfv2,21,2,0,4
4nxfv2,21,3,0,3
4nxfv2,21,5,1,4
4nxfv2,21,6,1,1
4nxfv2,22,2,0,4
4nxfv2,22,3,0,3
4nxfv2,22,4,0,4
4nxfv2,22,5,1,3
4nxfv2,22,6,1,2
4nxfv2,23,1,0,3
4nxfv2,23,2,0,1
4nxfv2,23,3,0,1
4nxfv2,23,4,0,6
4nxfv2,23,5,1,5
4nxfv2,23,6,1,2
4nxfv3,0,0,0,1
4nxfv3,0,2,0,1
4nxfv3,0,3,0,1
4nxfv3,0,4,0,1
4nxfv3,0,5,1,1
4nxfv3,0,6,1,2
4nxfv3,2,6,1,1
4nxfv3,8,3,0,2
4nxfv3,8,4,0,1
4nxfv3,9,0,0,1
4nxfv3,9,3,0,3
4nxfv3,9,4,0,1
4nxfv3,9,5,1,2
4nxfv3,10,2,0,1
4nxfv3,10,3,0,1
4nxfv3,10,5,1,1
4nxfv3,11,0,0,1
4nxfv3,11,1,0,1
4nxfv3,11,3,0,1
4nxfv3,11,4,0,1
4nxfv3,11,5,1,2
4nxfv3,11,6,1,2
4nxfv3,12,0,0,2
4nxfv3,12,2,0,3
4nxfv3,12,4,0,3
4nxfv3,12,5,1,2
4nxfv3,12,6,1,10
4nxfv3,13,0,0,4
4nxfv3,13,1,0,9
4nxfv3,13,2,0,1
4nxfv3,13,3,0,2
4nxfv3,13,4,0,2
4nxfv3,13,5,1,6
4nxfv3,13,6,1,8
4nxfv3,14,1,0,2
4nxfv3,14,2,0,3
4nxfv3,14,3,0,1
4nxfv3,14,4,0,3
4nxfv3,14,5,1,4
4nxfv3,14,6,1,9
4nxfv3,15,1,0,1
4nxfv3,15,2,0,2
4nxfv3,15,3,0,2
4nxfv3,15,4,0,2
4nxfv3,15,5,1,4
4nxfv3,15,6,1,3
4nxfv3,16,1,0,1
4nxfv3,16,2,0,2
4nxfv3,16,3,0,2
4nxfv3,16,5,1,3
4nxfv3,16,6,1,3
4nxfv3,17,0,0,2
4nxfv3,17,2,0,1
4nxfv3,17,4,0,1
4nxfv3,17,5,1,14
4nxfv3,17,6,1,3
